Comment ID,Channel ID,Comment Create Timestamp,Price,Parent Comment ID,Video ID,Comment Text,Top-Level Comment ID
Ugz-be-xy6BIziJTmh54AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-01-25T11:13:00.756259+00:00,0,,hXjuwYf_Jiw,"{""text"":""Why is this video so long. This could have been done in 5 mins or less""}",
Ugym0osDArcS7C7d9tN4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-01-23T03:36:51.399001+00:00,0,,uxmBuQbuHwk,"{""text"":""-650 degree celsius?... The not even possible. That's way below 0 kekvin🤦🏻\u200d♂️🤦🏻\u200d♂️🤦🏻\u200d♂️""}",
UgxeJG6sarGhOU0cgfB4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-01-18T17:17:32.271992+00:00,0,,8nF8T2A6CQk,"{""text"":""awesome camera work and narration... but it looks sorta dangerous.. doing it alone while on the road""}",
UgyIN9P_9sFZ2OA2Aeh4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-12-24T04:52:44.092378+00:00,0,,EvPFaofgjg8,"{""text"":""I watched this anime and felt like it was a total waste of time..  so so boring. There was no point to anything in the anime""}",
UgzkPuetxS8bsEIH2lN4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-12-19T13:12:50.158975+00:00,0,,pBH-Q3eOVZ4,"{""text"":""So much complaining and negativity..""}",
Ugx0PCO8_mtT85KLo7N4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-12-10T16:35:31.495347+00:00,0,,sRGA2c_gJYA,"{""text"":""I thought eureka 7 was a waste of my time. And the children screaming mama is one of the must annoying sounds I've heard in any anime""}",
UgyUKMFZmz3R86CHgxp4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-12-10T12:05:10.454282+00:00,0,,l_pQ7qafQcA,"{""text"":""This was awesome""}",
UgyBLBIXrgJ1STHV0Ct4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-11-08T17:45:55.972351+00:00,0,,ltFWyxuRNrM,"{""text"":""Repairs your life as well.. I don't feel good about getting this info for free😂""}",
UgzScml3210SJUcoj5J4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-11-01T17:01:41.552498+00:00,0,,Ml1QR9YfReE,"{""text"":""The girls from code geass didn't make it. Not cool""}",
UgylfZjoY-_Y5pCCnUp4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-10-29T15:09:55.249433+00:00,0,,dQ4ZAZJphx4,"{""text"":""UV light can show a lot of stuff as fluorescent. No way to know so easily that those stains are from bodily fluids""}",
