,altitude,date_time,device_info_serial,direction,latitude,longitude,speed_2d,bird_name
215,141,2013-08-17 13:52:57+00,851,-31.412332466440397,50.073393100000004,2.2844968999999997,0.42544094772365293,Eric
216,142,2013-08-17 14:08:26+00,851,58.9541460263793,50.073395399999995,2.2844956,0.14422205101855998,Eric
217,143,2013-08-17 14:23:39+00,851,-18.7739157988607,50.073402200000004,2.2844932,0.509607692249636,Eric
218,131,2013-08-17 14:38:32+00,851,-63.1590559234819,50.0610282,2.3126797000000003,0.786002544525143,Eric
219,333,2013-08-17 14:53:28+00,851,,50.059118,2.3135762000000004,,Eric
220,123,2013-08-17 15:09:03+00,851,-23.552898056630102,50.0612735,2.3130982999999996,0.528109837060436,Eric
221,133,2013-08-17 15:24:04+00,851,-80.3300577937231,50.0612725,2.3132268,1.1677756633874499,Eric
222,138,2013-08-17 15:39:39+00,851,67.7850498022647,50.0616821,2.3125287,0.33421549934136796,Eric
223,142,2013-08-17 15:54:33+00,851,-151.108087214265,50.0614686,2.3131712,1.85310550158376,Eric
224,135,2013-08-17 16:09:28+00,851,-32.6695164753959,50.06076289999999,2.3137208,1.19436175424366,Eric
225,130,2013-08-17 16:24:25+00,851,3.05378223939726,50.0609769,2.3130464,2.9001551682625495,Eric
226,125,2013-08-17 16:39:21+00,851,-125.53678460216699,50.0604698,2.3128933,1.96010203816026,Eric
227,280,2013-08-17 16:54:17+00,851,-100.735637341481,50.0586464,2.3158243,1.04201727432898,Eric
228,306,2013-08-17 17:09:13+00,851,1.04931005581336,50.061139000000004,2.314125,3.6908671067921204,Eric
229,284,2013-08-17 17:24:07+00,851,-167.61478515048,50.0603641,2.3136330000000003,0.5936328831862329,Eric
230,250,2013-08-17 17:39:04+00,851,-78.16321031165009,50.0599244,2.3134739,1.1125196627475802,Eric
231,252,2013-08-17 17:53:59+00,851,-82.9919193055247,50.059875399999996,2.3134734,0.724223722339996,Eric
232,133,2013-08-17 18:09:26+00,851,-130.0260675498,50.0611716,2.3132801,0.3,Eric
233,122,2013-08-17 18:24:30+00,851,120.017055607973,50.0570657,2.3060081,2.6609208932247497,Eric
234,127,2013-08-17 18:39:20+00,851,-97.92290459474471,50.0515018,2.3020606,1.9646119209655601,Eric
235,135,2013-08-17 18:54:17+00,851,-134.879647741284,50.050954499999996,2.3016832000000003,1.02591422643416,Eric
236,146,2013-08-17 19:09:13+00,851,-166.003965265599,49.959079700000004,2.2755829,8.56512113165949,Eric
237,58,2013-08-17 19:24:09+00,851,122.489766004874,49.9562823,2.2714448,0.0854400374531753,Eric
238,88,2013-08-17 19:39:05+00,851,-59.194205123863604,49.9386585,2.2741021,0.898109124772708,Eric
239,85,2013-08-17 19:54:32+00,851,117.969095664288,49.9386482,2.2742067,0.273130005674953,Eric
240,87,2013-08-17 20:10:03+00,851,162.272540685362,49.9386061,2.2740742000000003,0.0223606797749979,Eric
241,86,2013-08-17 20:24:56+00,851,-66.49530741163021,49.9386011,2.2741191,0.458039299623951,Eric
242,86,2013-08-17 20:39:51+00,851,-38.1431163347836,49.9385755,2.2742282000000005,0.34132096331752004,Eric
243,84,2013-08-17 20:54:47+00,851,12.3461526770613,49.938565999999994,2.2741765,1.6200308639035201,Eric
244,93,2013-08-17 21:24:40+00,851,77.33223716498921,49.9385236,2.273986,1.29711217710728,Eric
245,82,2013-08-17 21:54:32+00,851,-153.775504481347,49.9385077,2.2739465,1.34825813552153,Eric
246,79,2013-08-17 22:24:26+00,851,155.732991885599,49.9385664,2.2739746,1.12805141726785,Eric
247,84,2013-08-17 22:54:18+00,851,-33.378061929200896,49.9385592,2.2739146,0.7357309290766559,Eric
248,76,2013-08-17 23:24:19+00,851,-23.3371061218165,49.938649,2.2739034,1.5565346125287398,Eric
249,83,2013-08-17 23:54:38+00,851,-20.6908728088246,49.938537,2.2739423,0.21840329667841601,Eric
250,90,2013-08-18 00:24:25+00,851,-75.39955194164,49.938813,2.2739137,0.535350352572967,Eric
251,86,2013-08-18 00:54:17+00,851,157.066694256052,49.9387794,2.2735984,1.38220837792281,Eric
